report_date,search_vertical,control_searches,treatment_searches,control_sessions,treatment_sessions,control_ctr,treatment_ctr,control_cvr,treatment_cvr,ctr_pct_change,cvr_pct_change,ctr_statistically_significant,cvr_statistically_significant,control_avg_click_rank,treatment_avg_click_rank,avg_click_rank_diff,control_zrr,treatment_zrr,zrr_pct_change,control_searches_per_session,treatment_searches_per_session,searches_per_session_pct_change,treatment_traffic_pct
2026-06-01,ALL,198075,196392,120822,121730,0.614,0.6121,0.1496,0.1514,-0.31,1.2,No,No,0.49,0.56,0.07,0.0047,3.0E-4,-93.62,1.64,1.61,-1.83,49.8
2026-06-01,BAEMIN_DELIVERY,127353,129464,62886,64508,0.6435,0.6443,0.1561,0.1558,0.12,-0.19,No,No,2.41,2.34,-0.07,0.0126,0.0018,-85.71,2.03,2.01,-0.99,50.4
