report_date,search_vertical,control_searches,treatment_searches,control_sessions,treatment_sessions,control_ctr,treatment_ctr,control_cvr,treatment_cvr,ctr_pct_change,cvr_pct_change,ctr_statistically_significant,cvr_statistically_significant,control_avg_click_rank,treatment_avg_click_rank,avg_click_rank_diff,control_zrr,treatment_zrr,zrr_pct_change,control_searches_per_session,treatment_searches_per_session,searches_per_session_pct_change,treatment_traffic_pct
2026-05-30,ALL,120310,120623,74217,74528,0.6013,0.6019,0.1712,0.1719,0.1,0.41,No,No,0.5,0.53,0.03,0.0044,0.0014,-68.18,1.62,1.62,0.0,50.1
2026-05-30,BAEMIN_DELIVERY,72704,74223,36892,37375,0.6367,0.6364,0.1732,0.1724,-0.05,-0.46,No,No,2.3,2.32,0.02,0.0135,0.0059,-56.3,1.97,1.99,1.02,50.5
