report_date,search_vertical,search_query,control_searches,treatment_searches,control_ctr,treatment_ctr,control_cvr,treatment_cvr,ctr_pct_change,cvr_pct_change,ctr_stat_sig,cvr_stat_sig,control_avg_click_rank,treatment_avg_click_rank,control_zrr,treatment_zrr,zrr_pct_change,treatment_traffic_pct
2026-06-03,BAEMIN_DELIVERY,닭강정,725,699,0.6166,0.628,0.1407,0.1531,1.85,8.81,No,No,3.56,3.12,0.0014,0.0,-100.0,49.1
2026-06-03,BAEMIN_DELIVERY,쌀국수,702,702,0.6638,0.6481,0.1966,0.1667,-2.37,-15.21,No,No,2.74,2.46,0.0,0.0,,50.0
2026-06-03,ALL,토스트,721,671,0.491,0.4814,0.1318,0.1267,-1.96,-3.87,No,No,1.06,1.08,0.0,0.0,,48.2
2026-06-03,ALL,짜장면,736,646,0.466,0.4675,0.1658,0.1796,0.32,8.32,No,No,0.99,0.91,0.0,0.0,,46.7
2026-06-03,ALL,포케,704,673,0.6051,0.6196,0.1719,0.153,2.4,-10.99,No,No,0.91,0.92,0.0,0.0,,48.9
2026-06-03,BAEMIN_DELIVERY,굽네치킨,713,663,0.7139,0.7285,0.2412,0.2489,2.05,3.19,No,No,0.88,0.68,0.0014,0.0,-100.0,48.2
2026-06-03,ALL,짬뽕,717,646,0.431,0.3762,0.1548,0.0975,-12.71,-37.02,Yes,Yes,1.12,1.09,0.0,0.0,,47.4
2026-06-03,ALL,이삭,726,633,0.7658,0.763,0.1501,0.1343,-0.37,-10.53,No,No,0.19,0.31,0.0289,0.0,-100.0,46.6
2026-06-03,ALL,처갓집양념치킨,687,672,0.7293,0.7277,0.1805,0.2202,-0.22,21.99,No,No,0.63,0.53,0.0,0.0,,49.4
2026-06-03,ALL,반찬,716,623,0.5698,0.5971,0.1299,0.1364,4.79,5.0,No,No,1.16,1.05,0.0,0.0,,46.5
2026-06-03,ALL,보쌈,667,664,0.5517,0.5331,0.1514,0.1521,-3.37,0.46,No,No,1.12,0.99,0.0,0.0,,49.9
2026-06-03,BAEMIN_DELIVERY,밀면,702,628,0.6467,0.6545,0.198,0.207,1.21,4.55,No,No,2.83,2.96,0.0014,0.0,-100.0,47.2
2026-06-03,BAEMIN_DELIVERY,육회,694,626,0.6527,0.6869,0.1383,0.1965,5.24,42.08,No,Yes,2.92,2.96,0.0,0.0,,47.4
2026-06-03,BAEMIN_DELIVERY,샐러드,676,621,0.6361,0.6699,0.1405,0.1562,5.31,11.17,No,No,5.21,4.98,0.0015,0.0,-100.0,47.9
2026-06-03,ALL,케이크,597,678,0.4657,0.4897,0.0385,0.0398,5.15,3.38,No,No,1.12,1.19,0.0,0.0,,53.2
2026-06-03,ALL,죽,656,608,0.6448,0.6628,0.25,0.2599,2.79,3.96,No,No,0.91,0.98,0.0,0.0,,48.1
2026-06-03,BAEMIN_DELIVERY,짜장면,696,568,0.6322,0.6215,0.194,0.206,-1.69,6.19,No,No,3.34,2.81,0.0,0.0,,44.9
2026-06-03,BAEMIN_DELIVERY,회,641,607,0.663,0.7183,0.1716,0.196,8.34,14.22,Yes,No,3.65,3.52,0.0031,0.0033,6.45,48.6
2026-06-03,ALL,한솥,598,628,0.7358,0.7468,0.2124,0.207,1.49,-2.54,No,No,0.51,0.42,0.0,0.0,,51.2
2026-06-03,BAEMIN_DELIVERY,토스트,606,590,0.599,0.6356,0.1403,0.1441,6.11,2.71,No,No,4.94,4.21,0.0,0.0,,49.3
2026-06-03,BAEMIN_DELIVERY,보쌈,606,562,0.6617,0.6993,0.203,0.2189,5.68,7.83,No,No,4.11,3.85,0.0,0.0018,,48.1
2026-06-03,ALL,아이스크림,587,569,0.4412,0.4798,0.0937,0.1107,8.75,18.14,No,No,1.17,1.17,0.0,0.0,,49.2
2026-06-03,ALL,카페인중독,569,562,0.7821,0.8007,0.1476,0.1459,2.38,-1.15,No,No,0.18,0.48,0.0,0.0,,49.7
2026-06-03,BAEMIN_DELIVERY,버거킹,595,515,0.8,0.765,0.2655,0.3107,-4.38,17.02,No,No,0.27,0.38,0.0017,0.0019,11.76,46.4
2026-06-03,BAEMIN_DELIVERY,과일,561,544,0.6114,0.6544,0.1301,0.1471,7.03,13.07,No,No,2.82,3.13,0.0,0.0,,49.2
2026-06-03,ALL,아구찜,581,522,0.5645,0.5364,0.1601,0.2011,-4.98,25.61,No,No,0.81,0.89,0.0,0.0,,47.3
2026-06-03,ALL,커피,581,499,0.3855,0.3928,0.1377,0.1523,1.89,10.6,No,No,1.35,1.39,0.0,0.0,,46.2
2026-06-03,ALL,빵,550,528,0.4655,0.4167,0.06,0.0455,-10.48,-24.17,No,No,1.17,1.27,0.0,0.0,,49.0
2026-06-03,BAEMIN_DELIVERY,빵,594,477,0.6498,0.7002,0.0707,0.0734,7.76,3.82,No,No,7.48,6.94,0.0,0.0,,44.5
2026-06-03,ALL,한솥도시락,524,537,0.7252,0.7169,0.2195,0.2048,-1.14,-6.7,No,No,0.37,0.49,0.0,0.0,,50.6
2026-06-03,ALL,60계치킨,553,507,0.8083,0.8225,0.226,0.2821,1.76,24.82,No,Yes,0.38,0.34,0.0,0.0,,47.8
2026-06-03,ALL,푸라닭,515,542,0.7845,0.7601,0.2097,0.1919,-3.11,-8.49,No,No,0.48,0.39,0.0,0.0,,51.3
2026-06-03,ALL,동대문엽기떡볶이,520,534,0.7231,0.7584,0.1788,0.1873,4.88,4.75,No,No,0.33,0.33,0.0,0.0,,50.7
2026-06-03,ALL,쏘쏘사라다,525,516,0.1371,0.1667,0.0057,0.0136,21.59,138.6,No,No,0.14,0.41,0.0,0.0,,49.6
2026-06-03,ALL,뚜레쥬르,518,520,0.7645,0.7865,0.1178,0.0846,2.88,-28.18,No,No,0.44,0.39,0.0039,0.0,-100.0,50.1
2026-06-03,ALL,마라샹궈,497,539,0.5755,0.5547,0.1911,0.1503,-3.61,-21.35,No,No,0.99,1.02,0.0,0.0,,52.0
2026-06-03,BAEMIN_DELIVERY,반찬,559,477,0.6673,0.7002,0.127,0.1426,4.93,12.28,No,No,4.3,3.29,0.0,0.0,,46.0
2026-06-03,ALL,부대찌개,515,511,0.567,0.5597,0.1748,0.1957,-1.29,11.96,No,No,0.91,0.92,0.0,0.0,,49.8
2026-06-03,ALL,와플대학,514,509,0.7374,0.7151,0.1537,0.1297,-3.02,-15.61,No,No,0.22,0.42,0.0,0.0,,49.8
2026-06-03,ALL,타코야끼,529,494,0.5803,0.5405,0.1664,0.1721,-6.86,3.43,No,No,0.76,0.85,0.0,0.0,,48.3
2026-06-03,ALL,물회,508,513,0.6083,0.6023,0.1358,0.154,-0.99,13.4,No,No,0.85,0.88,0.0,0.0,,50.2
2026-06-03,ALL,투썸플레이스,515,503,0.7359,0.7356,0.1049,0.0895,-0.04,-14.68,No,No,0.45,0.33,0.0,0.0,,49.4
2026-06-03,ALL,배스킨라빈스,457,560,0.7243,0.7161,0.1597,0.1339,-1.13,-16.16,No,No,0.27,0.35,0.0,0.0,,55.1
2026-06-03,ALL,곱창,499,517,0.497,0.4913,0.1323,0.1567,-1.15,18.44,No,No,0.96,1.15,0.0,0.0,,50.9
2026-06-03,BAEMIN_DELIVERY,서브웨이,522,491,0.7356,0.7169,0.228,0.2098,-2.54,-7.98,No,No,0.52,0.43,0.0019,0.0041,115.79,48.5
2026-06-03,BAEMIN_DELIVERY,포케,531,478,0.7363,0.6799,0.1714,0.2029,-7.66,18.38,Yes,No,2.17,2.56,0.0038,0.0,-100.0,47.4
2026-06-03,BAEMIN_DELIVERY,명랑핫도그,516,492,0.6686,0.6992,0.1066,0.0996,4.58,-6.57,No,No,0.47,0.41,0.0019,0.0,-100.0,48.8
2026-06-03,BAEMIN_DELIVERY,부대찌개,502,504,0.6713,0.6925,0.2092,0.244,3.16,16.63,No,No,3.34,3.14,0.0,0.0,,50.1
2026-06-03,ALL,써브웨이,493,511,0.7748,0.7691,0.2089,0.1722,-0.74,-17.57,No,No,0.33,0.31,0.0,0.0,,50.9
2026-06-03,BAEMIN_DELIVERY,두찜,505,488,0.7564,0.7561,0.2099,0.2193,-0.04,4.48,No,No,0.47,0.45,0.002,0.002,0.0,49.1
2026-06-03,BAEMIN_DELIVERY,처갓집양념치킨,509,475,0.7642,0.6863,0.1925,0.1895,-10.19,-1.56,Yes,No,0.87,0.53,0.0,0.0021,,48.3
2026-06-03,ALL,수박,484,495,0.4545,0.4687,0.1054,0.0788,3.12,-25.24,No,No,0.82,0.99,0.0,0.0,,50.6
2026-06-03,ALL,도미노피자,495,481,0.7354,0.7817,0.1899,0.2162,6.3,13.85,No,No,0.0,0.19,0.0,0.0,,49.3
2026-06-03,BAEMIN_DELIVERY,곱창,467,475,0.6231,0.6189,0.1585,0.1516,-0.67,-4.35,No,No,3.54,3.43,0.0,0.0021,,50.4
2026-06-03,ALL,라멘,437,503,0.5378,0.5924,0.1373,0.1213,10.15,-11.65,No,No,0.69,0.59,0.0,0.0,,53.5
2026-06-03,ALL,육회바른연어,470,449,0.7851,0.8085,0.2574,0.2428,2.98,-5.67,No,No,0.32,0.47,0.0,0.0,,48.9
2026-06-03,BAEMIN_DELIVERY,커피,504,415,0.6032,0.559,0.2143,0.1855,-7.33,-13.44,No,No,7.82,7.53,0.0,0.0024,,45.2
2026-06-03,BAEMIN_DELIVERY,피자스쿨,432,482,0.7222,0.7158,0.2153,0.2137,-0.89,-0.74,No,No,0.59,0.54,0.0046,0.0,-100.0,52.7
2026-06-03,BAEMIN_DELIVERY,피자에땅,396,514,0.3788,0.2802,0.0354,0.0331,-26.03,-6.5,Yes,No,1.09,1.97,0.0,0.0,,56.5
2026-06-03,ALL,만두,453,456,0.5099,0.557,0.1545,0.1228,9.24,-20.52,No,No,1.07,1.2,0.0,0.0,,50.2
2026-06-03,ALL,굽네,430,478,0.6907,0.7636,0.186,0.2406,10.55,29.35,Yes,Yes,0.54,0.53,0.0,0.0,,52.6
2026-06-03,ALL,스타벅스,453,451,0.8124,0.765,0.2561,0.2262,-5.83,-11.68,No,No,0.36,0.26,0.0,0.0,,49.9
2026-06-03,BAEMIN_DELIVERY,탕수육,491,413,0.6415,0.6102,0.1731,0.1671,-4.88,-3.47,No,No,5.32,3.81,0.0,0.0,,45.7
2026-06-03,BAEMIN_DELIVERY,아이스크림,454,444,0.6432,0.6126,0.1674,0.1441,-4.76,-13.92,No,No,6.02,4.87,0.0,0.0,,49.4
2026-06-03,BAEMIN_DELIVERY,물회,452,440,0.6925,0.6818,0.1681,0.1659,-1.55,-1.31,No,No,3.06,2.76,0.0,0.0023,,49.3
2026-06-03,BAEMIN_DELIVERY,비빔밥,469,421,0.6119,0.6865,0.1429,0.2067,12.19,44.65,Yes,Yes,4.15,5.0,0.0,0.0,,47.3
2026-06-03,BAEMIN_DELIVERY,요아정,461,429,0.7289,0.7179,0.1605,0.1818,-1.51,13.27,No,No,0.63,0.84,0.0108,0.0,-100.0,48.2
2026-06-03,BAEMIN_DELIVERY,타코야끼,461,426,0.6811,0.6667,0.1605,0.1573,-2.11,-1.99,No,No,2.3,2.17,0.0,0.0,,48.0
2026-06-03,ALL,감자탕,435,451,0.5517,0.5543,0.1885,0.1885,0.47,0.0,No,No,0.97,1.09,0.0,0.0,,50.9
2026-06-03,ALL,컴포즈커피,453,427,0.7042,0.7307,0.1656,0.2061,3.76,24.46,No,No,0.73,0.57,0.0,0.0,,48.5
2026-06-03,ALL,탕수육,429,449,0.4685,0.5122,0.1119,0.1136,9.33,1.52,No,No,1.18,1.08,0.0,0.0,,51.1
2026-06-03,BAEMIN_DELIVERY,만두,423,449,0.5792,0.6147,0.1182,0.1403,6.13,18.7,No,No,6.47,5.99,0.0,0.0,,51.5
2026-06-03,BAEMIN_DELIVERY,라멘,413,447,0.6925,0.6846,0.1598,0.1454,-1.14,-9.01,No,No,1.15,1.44,0.0,0.0,,52.0
2026-06-03,BAEMIN_DELIVERY,청년다방,438,421,0.6553,0.6675,0.0982,0.0879,1.86,-10.49,No,No,0.23,0.13,0.0091,0.0,-100.0,49.0
2026-06-03,BAEMIN_DELIVERY,김치찌개,467,391,0.6681,0.7033,0.2484,0.2353,5.27,-5.27,No,No,3.89,4.31,0.0,0.0,,45.6
2026-06-03,BAEMIN_DELIVERY,bhc,425,426,0.7435,0.7535,0.2447,0.2277,1.34,-6.95,No,No,0.88,0.84,0.0024,0.0023,-4.17,50.1
